,name,Title,comment,rating,ratin,,,,,,,,,,
652,sathwick-1734516 April 2022,KGF - Kannada Golden Film 🔥,This is the by far amazing sequel ever in ther history of Indian Cinema. Absolutely rocking movie.,10-Oct,10,,,,,,,,,,
653,saravanamr21 April 2022,KGF2 - An Indian marvel,KGF2 - An astounding Indian movie from Kannada film industry. Great movie with awesome narration. You must watch in big theatres. Yash Prashanth Neel eveyone did a great job.,10-Oct,10,,,,,,,,,,
654,sirfchoudhary00721 July 2022,Will give you Goosebumps!,"This has to be one of the best action packed thrillers of India. The dialogues, cinematography, fight sequences and the storey brings out every emotion possible. This one isn't a one time watch, people will surely Bing watch its epic scenes for years to come.",10-Oct,10,,,,,,,,,,
655,sowmithjackson16 April 2022,It's watchable but not so epic or great.,"I'm not a fan of Yash but l'm a cinephile. My review is based on a general film making perspective. Movie is not so epic, just has over ratings and the over hype. It doesn't contain any brilliant sequences and nothing out of the box. Too much bgm and It's not emotional. Colour grading has more blacks, greys and oranges to get that classic look. People who like the actor Yash will also like the movie because of his good screen presence. It's more like fan based movie and it's watchable. This is my opinion.",06-Oct,6,,,,,,,,,,
656,tirthankarroy-887705 May 2022,Story made up with hurry,K. G. F. Chapter One has Garuda K. G. F Chapter Two has Rocky,07-Oct,7,,,,,,,,,,
657,gavledhiraj31 May 2022,Rocky Bhai on fire 🔥🔥🔥🔥,No words for justify the movie only goosebumps 💯💯💯💯💯🔥and the rocking star yash is on fire in the movie on all time and waiting for chapter.......3 and the villain of movie is better and all characters are done nice work and results is 1200 Cr + collection.,10-Oct,10,,,,,,,,,,
658,navyagangadhar4 June 2022,Excellent Movie comparing to other kannada movies,This movie is excellent comparing to other kannada movies.,07-Oct,7,,,,,,,,,,
659,bhal-0422929 May 2022,"TBH very Boring, Boasting, Actions and Even the Dialogues was Too Dumb","To be honest this movie was quiet boring, literally me and another people in the theater was yawning in the theater opening mobile time and again and checking time.",02-Oct,2,,,,,,,,,,
660,manishtolani-3543414 April 2022,"Awesome, goosebumps in every scene.",I was not even like to miss any scene and go for snacks. You will get entertained in an each and every second of movie. Multiple times watch movie both kgf 1 and now kgf 2 also.,10-Oct,10,,,,,,,,,,
661,brijpanchani16 April 2022,TOOFAN - Rocky Bhai,"KGF - Outstanding franchise with great story, telented actors, fantastic music with mind-blowing background score and many wow moments... Powerful people make places powerful !",10-Oct,10,,,,,,,,,,
662,mouli2325 April 2022,Unfortunate that kannada film also taken into action,Great movie with good visuals but Current days news show how film industry is impacting Indian people and how heroes become role models in youngsters life than just seeing entertainment and how movie stars have responsibility towards society is greater in the current day than ever. Many news showcasing how youngster take wrong path.,02-Oct,2,,,,,,,,,,
663,meherab-8539819 June 2022,This movie is simply over hyped!,"Yeah, the action scenes, the cinematography, background music, fight scenes, magnificent attitude of the hero everything's gonna give you goosebumps. But where is the emotion? Only the motherly emotion, mother's desire, his given promise to her, it isn't enough. Rocky kills Adheera but I'm so sorry to say I didn't get much intense feelings from it just because a poor development of plot.",07-Oct,7,,,,,,,,,,
664,Saranbharathi_9619 April 2022,A Perfect Masala Entertainer.,"Prashanth Neel clearly knows how to elevate a mass scene and how to present a goosebumps scenes to the audience. That's what he did in the Movie, placing goosebumps scenes at every 5 minutes on his screenplay. Rocky is larger than life character.. No he's more than that so it's not easy to convince the audience that whatever he does but Neel convincingly delivered it. He created a dark World called KGF and pulled the audience into it to see the Action adventure of Rocky. People love rebellious stories but here Rocky was not completely a Rebel but people in kgf see him as the one, that's also the main reason audience loving this movie.",07-Oct,7,,,,,,,,,,
665,vikrantuikalindi17 April 2022,GOOSEBUMPS,"I don't like to watch TV, Movies and etcs... because i wouldn't have so much time for watching.",10-Oct,10,,,,,,,,,,
666,vishwanathsa14 April 2022,"Mind blowing, fantastic, Extraordinary ✨✨",None of the Hollywood movies can come near this kgf. It will beat the critics more than Avatar. It is 10 times more than Avatar. Sure this will be 2022 world's highest grosser. Don't miss it watching it on big screens.,10-Oct,10,,,,,,,,,,
667,shivakotikarthik16 April 2022,"Pure action movie, nothing else","Firstly , I didn't like movie",03-Oct,3,,,,,,,,,,
668,devkumar-6668726 April 2022,One stupid man show,Bloody one stupid man show movie. Don't waste your time. In real life definitely he will beg for his life from the hundreds of ppl coming after him. For how long more one guy going to fight with thousand of ppl. I think they do not need army for the country. This one guy can fulfill all the position.,01-Oct,1,,,,,,,,,,
669,gnshmudaliar-205949 July 2022,Unrealistic kids watchable,This movie has became a blockbuster hit due to amazing trailer and people awaited for this movie for long time no story or concept nothing unique part to learn in this film only pathetic fiction and action as usual like all Southfilms I gave this 1 rating only for yash amazing acting and Ravi basrur music artist has boosted this floo film to super hit.,01-Oct,1,,,,,,,,,,
670,yashwanthkumark-9342815 April 2022,Script writing skill 🔥🔥🔥,"Must watch atleast 3 to 4 times to experience complete action sequence , Yash acting 10/10 Bhuwan gowdas cinematography is legendary Lots of things to tell but cannot be typed here , have to experience in theatres only Proud moment for INDIAN CINEMA KANNADA industry on international level form now for sure SAY NO TO PIRACY.",10-Oct,10,,,,,,,,,,
671,roshanmoon16 April 2022,Pain,"Worst editing and sound job. It's a complete torture to eyes and ears. The scenes are abrupt with extra loud music. This is a good opportunity completely lost. Script could have been a bit better, and ending do not make any sense.",01-Oct,1,,,,,,,,,,
672,vishakhasingh-9429820 May 2022,Greatest Movie Of All Time,Warning: Spoilers,09-Oct,9,,,,,,,,,,
673,sreekeshvbhat14 April 2022,Violence violence violence,There is no words for KGF.,10-Oct,10,,,,,,,,,,
674,kajalsangani-1165220 May 2022,A MUST WATCH MOVIE BEFORE ONE DIES & THIS WILL REMAIN IN THE LIST OF GREATEST MOVIE OF THE INDIAN CINEMA,"KGF"" originally a kannada movie dubbed in Hindi, Tamil, Telugu, & Malayalam is realised in 2000 screens worldwide.",09-Oct,9,,,,,,,,,,
675,knayem-7561614 April 2022,Great Movie,One of the greatest movie of recent time. Because of unlimited action & quite exclusive story writing. After watching this movie you'll feel some good mood.,10-Oct,10,,,,,,,,,,
676,hamdahmed4 June 2022,ROCKY'S KGF!!,"What a blockbuster movie. This movie is proof that South Film industry of India has completely ruled over the Bollywood industry. Movies of Bollywood such as Anek, Kangana's Dhaakad or Akshay's Prithviraj have become undeniably zero in front of the applauding success of KGF Chapter 2.",09-Oct,9,,,,,,,,,,
677,menonrudhin-510-83034323 April 2022,Shiny but Empty,"The movie is well made, the cinematography, styling, screenplay is top notch.",05-Oct,5,,,,,,,,,,
678,kambletejas-0347415 April 2022,ENTERTAINER MOVIE,"The movie is full of entertainment ,action ,emotion , fun, etc all credit goes to crew member. Rocky is always a best character for me which is played by yash sir and i like the character adhera which was played by Sanjay sir. I wish this movie break all the record of box-office.",10-Oct,10,,,,,,,,,,
679,nixenalex15 May 2022,Good movie but No great production design on timeline.,"Great entertainment movie not as great as chapter 1 movie , lot is unreal events , but In 1978 we see scorpios and endeavors suvs , what a pathetic choreography.",08-Oct,8,,,,,,,,,,
680,navneetjain-3551514 May 2022,Overrated! No story at all. Just hype,Overacting at many places.,03-Oct,3,,,,,,,,,,
681,jjendsouza16 April 2022,Good movie but got headache because of loud background music,Everything is good about the movie but the only disappointment is the loud background music. The sound is intolerable and my suggestion is to take some cotton along to cover your ears.,08-Oct,8,,,,,,,,,,
682,JayPunter4 June 2022,Good masala for typical Indian viewers..,"Such movies provide perfect masalas for Indian viewers -- especially for folks in down south who mostly prefers actors making people fly in air with his dhoti.. (jk). Lol.. Anyway, it's more of a gold/coal mafias that's possible existent in parts of the country, but this story doesn't relate at best level.. And honestly, entering parliament and killing minister is just another joke in Indian movies..",04-Oct,4,,,,,,,,,,
683,sghoshroy-9906515 April 2022,"Brainless story, rocking action, 🔥🔥🔥 bgm","Don't expect any kind of logic while watching these types of movies. Well, the director tried his best to make it logical, but failed. But that has not failed to make the viewers crazy and watch it. The movie is full of hardcore action, where Yash and Sanjay Dutt clash with each other to take control over the KGF. There is no boring scene. You will feel goosebumps when you watch it at a theatre. This movie deserves to be seen at big screen. Background music makes the movie more rocking, thanks to the music director.",09-Oct,9,,,,,,,,,,
684,vijaypatel-2804120 May 2022,king of pan india movies,"Remarkable direction, outstanding acting, monumental narration, unthinkable screenplay, striking action sequences, extravagant cinematography, fantastic music/BGM and last but not the least the Art work is excellent,collectively one of the greatest movies one can ever witness.",10-Oct,10,,,,,,,,,,
685,Pradeep609708918 May 2022,Hype is deserved,Warning: Spoilers,10-Oct,10,,,,,,,,,,
686,kulkeshkumar2 May 2022,Excellent entertainment,Superb story and direction. Its is full with entertainment. A must watch movie.,10-Oct,10,,,,,,,,,,
687,saimasurkar27 June 2022,Overrated,Warning: Spoilers,04-Oct,4,,,,,,,,,,
688,veereshangadi-3229614 April 2022,Must watch 🔥🔥,Wonderful awesome no words to describe this movie a complete entertainer with huge goosebumps . Everyone please experience it in theatre. Best direction best acting by prashanth neel and yash sir. Just superb movie and waiting for KGF Chapter-3.,10-Oct,10,,,,,,,,,,
689,saravanan-240728 April 2022,Not worth the hype,"The movie had mass moments. But there was many logic mistakes. Villain shot the protagonist on chest and it is not lethal. He lets him live. It was a comedy. Instead of killing the female lead with sniper like shot, villain could have ended the protagonist. Like this many logic mistakes all around the movie. Once the hype is over, many will realize it as a stupid movie.",07-Oct,7,,,,,,,,,,
